ACCID;ACCUSERNAME;ACCPASSWORD;DATEOPEN;TOTALMONEY;DVT;CUSID;BranchID
A00003888;1542528308;Wiley1964@9E99GWXE0Y;2019-06-23;927412008;VND;C00004686;BR0000016
A00003889;1313637202;Alivia1967@54C9ILI28Y;2018-03-06;756203623;VND;C00004687;BR0000009
A00003890;7161268800;Baron1983@PCZOOHMXR7;2020-12-19;245711116;VND;C00004689;BR0000021
A00003891;3432226248;Nova1982@WNAIT68LD2;2020-05-16;144905247;VND;C00004690;BR0000017
A00003892;9148584712;Anastasia1975@R2IO2NMCSY;2018-06-27;120935218;VND;C00004692;BR0000021
A00003893;5187610303;Boaz1963@PZAGO0IAH3;2019-12-03;360216980;VND;C00004693;BR0000031
A00003894;3160659578;Forest1945@VV8X1NXQ8K;2019-01-08;108503026;VND;C00004695;BR0000024
A00003895;9065770660;Fiona1977@35AELGGV7H;2021-06-28;799657491;VND;C00004697;BR0000001
A00003896;4037960376;Jaceon1983@KJNAZW2BE9;2019-07-09;258977005;VND;C00004698;BR0000047
A00003897;3865733163;Angela1983@9BIZ8SGULC;2019-02-19;345018642;VND;C00004699;BR0000032
A00003898;5152584614;Giselle1957@2SJSKSVFP4;2019-03-09;335396089;VND;C00004700;BR0000029
A00003899;4149854029;Jahmir1961@LYFO8MTIRG;2020-05-09;823790156;VND;C00004701;BR0000013
A00003901;9579528043;Kate1975@NNWRTTG97U;2019-08-14;558780276;VND;C00004704;BR0000028
A00003902;2121449443;Keelan1975@Y7PEUFP786;2018-01-23;153799347;VND;C00004705;BR0000021
A00003903;5083932873;Alayna1963@AA5Q11YKVE;2021-06-13;521356730;VND;C00004706;BR0000019
A00003904;5888195021;Leeland1970@T4BHI5923Z;2020-08-18;546730154;VND;C00004708;BR0000049
A00003905;3882936752;Malakhi1998@5SDMWW0OTA;2019-12-11;7738184;VND;C00004709;BR0000001
A00003906;7642633498;Lola1981@WGWUUHR074;2019-03-12;609442930;VND;C00004710;BR0000024
A00003907;8486293853;Lucia1980@881HY0BB3M;2020-02-23;85950814;VND;C00004712;BR0000042
A00003908;5936205427;Juliette1938@VADSWBK08I;2019-06-25;811662022;VND;C00004713;BR0000032
A00003909;2587317426;Parker1996@0VS9OQ6QIP;2021-05-04;372231651;VND;C00004715;BR0000050
A00003910;6752354111;Teagan1953@UL2GIZVYQI;2018-09-07;273107660;VND;C00004716;BR0000012
A00003911;9017750589;Yoel1964@2DK15VOFVA;2020-08-17;931267195;VND;C00004717;BR0000037
A00003912;6057479722;Bernardo1952@FGQ8WJ9S81;2019-11-16;587635518;VND;C00004718;BR0000033
A00003913;2462327957;Cashton1957@7IBIR8RI5H;2021-02-10;966131254;VND;C00004719;BR0000030
A00003914;6340330756;Sienna1966@WA3O9MOO4F;2018-12-05;567742275;VND;C00004720;BR0000051
A00003915;6173601785;Georgia1976@OY518D3QS4;2019-12-12;539025992;VND;C00004721;BR0000019
A00003916;9256236228;Francesco1992@RQEJSHDX4M;2018-03-24;702100119;VND;C00004722;BR0000011
A00003917;2120139831;Hope1961@D0F8FKXKA0;2019-04-20;854849892;VND;C00004723;BR0000021
A00003918;4061069086;Cali1993@1888WJ5NYR;2021-04-02;110018497;VND;C00004724;BR0000024
A00003919;4827724418;Xavi1965@5M5C4MIV6B;2018-11-15;669239344;VND;C00004725;BR0000034
A00003920;3514190504;Izabella1990@3F0927KRT0;2018-09-14;876393896;VND;C00004727;BR0000007
A00003921;8247144182;Adiel1965@ROWRJZXGC8;2020-08-20;378839999;VND;C00004729;BR0000049
A00003922;1803112676;Cordell1940@ZTVGMQMR9J;2018-08-25;135397222;VND;C00004730;BR0000017
A00003923;9062304666;Kinley1993@BN6FDA35NU;2018-12-16;98523262;VND;C00004731;BR0000024
A00003924;9963708542;Dereck1938@8IM5Y8KEI5;2020-05-07;511964728;VND;C00004732;BR0000029
A00003925;2124201383;Jayven1975@0IVZ375PC0;2020-05-03;553283864;VND;C00004733;BR0000021
A00003926;3625074013;Kael1945@TQ78DJF1KZ;2020-12-04;616357967;VND;C00004734;BR0000003
A00003927;6176973644;Kylee1963@DTPLQLDR8F;2020-09-20;338510064;VND;C00004736;BR0000019
A00003928;7219227648;Jayla2001@ALNE3LNFZG;2018-02-16;627427628;VND;C00004737;BR0000025
A00003930;9836925548;Katelyn1980@DS8OLZMAUD;2019-02-27;160226490;VND;C00004739;BR0000042
A00003931;1116130035;Ramsey1997@BYB0VHTKPE;2018-06-07;453172595;VND;C00004740;BR0000015
A00003932;1632864771;Juliet1949@0XRZ4ET38G;2019-12-14;410884437;VND;C00004741;BR0000007
A00003933;5086578172;Maggie1969@LJTWNP0J2G;2021-11-04;549778077;VND;C00004742;BR0000019
A00003934;9331116777;Earl1949@LBS381JXLN;2019-06-24;703530406;VND;C00004744;BR0000018
A00003935;5836321018;Dakota1968@HYDHEVQ1FA;2018-06-12;490738052;VND;C00004745;BR0000017
A00003936;6662248021;Delaney1961@QGK9M1U66Q;2018-04-15;878210143;VND;C00004746;BR0000016
A00003937;9140677382;Brynlee1942@0HF04XE0XI;2020-01-29;48630277;VND;C00004747;BR0000021
A00003938;5082243194;Keira1968@CHVMGOW1XY;2018-08-26;863143444;VND;C00004749;BR0000019
A00003939;9971524310;Jael1982@KMQV6M33GW;2019-01-22;703772611;VND;C00004750;BR0000029
A00003940;6924285030;Marshawn1993@L8FTNIUPI0;2020-02-03;407048315;VND;C00004751;BR0000023
A00003941;7762143265;Oren1959@UL1R508QDU;2020-12-27;99376859;VND;C00004752;BR0000010
A00003942;6931991653;Leila1959@7Z69BCERPS;2020-01-09;152190863;VND;C00004754;BR0000001
A00003943;6177255993;Mckenna1974@XSEVR1L24I;2020-06-24;918542755;VND;C00004755;BR0000019
A00003944;9844796016;Aniyah1970@UG9PUXEB5P;2021-09-10;253781964;VND;C00004756;BR0000013
A00003945;7166488321;Noelle1993@YPYG4IGHU5;2018-11-04;676591858;VND;C00004758;BR0000021
A00003946;6282691311;Zakaria1955@25D9L1QHYI;2021-02-27;14503134;VND;C00004760;BR0000029
A00003947;9144242496;Jennifer1991@761II7EKDT;2019-03-17;610593215;VND;C00004762;BR0000021
A00003948;3150207195;Melissa1964@5VK0FA6V49;2019-07-04;994919561;VND;C00004763;BR0000021
A00003949;1450383384;Aksel1999@VUNJE0SPHG;2018-09-14;968398942;VND;C00004764;BR0000001
A00003950;5083161810;Creed1955@TW58RNBO7Z;2019-02-23;258746382;VND;C00004765;BR0000019
A00003951;8259484689;Devonte1987@UHY4DC8ECN;2019-12-20;725891857;VND;C00004766;BR0000013
A00003952;3125447681;Gabriela1938@LYXYJSJ9L7;2018-01-06;261325613;VND;C00004767;BR0000048
A00003953;2120352517;Allie1980@7I90CXMOKD;2020-01-13;553355343;VND;C00004768;BR0000021
A00003954;7010119415;Eloise1943@6FZ2QEVGJL;2018-01-14;237880926;VND;C00004769;BR0000013
A00003955;4601300291;Cassidy1981@DNEB1IE3YJ;2018-06-17;507803096;VND;C00004771;BR0000041
A00003956;1382479484;Jacqueline1970@BA7Y44EGSU;2021-12-15;120506584;VND;C00004772;BR0000018
A00003957;8588245946;Brynn1972@A1VL6LAHAK;2019-06-27;75159312;VND;C00004773;BR0000051
A00003958;6176777147;Jakai1971@0B3V2ASW9F;2018-04-11;834085213;VND;C00004774;BR0000019
A00003959;2122715275;Nova1994@QYZH0PB3S8;2020-02-21;147663397;VND;C00004776;BR0000021
A00003960;1966240540;Evangeline1949@85TH2JJVGU;2019-07-26;682804625;VND;C00004777;BR0000041
A00003961;9951475784;Dezmond1998@OC3N4I140W;2020-01-08;659538380;VND;C00004779;BR0000024
A00003962;8159631252;Jordan1992@ZNCUO72T8V;2018-08-21;107530889;VND;C00004780;BR0000001
A00003963;6172492579;Paris1986@A6U01MNUZK;2019-01-31;928946027;VND;C00004781;BR0000019
A00003964;3088854460;Elvin1986@N4N4QLOU4J;2019-03-01;219153542;VND;C00004782;BR0000002
A00003965;2769842523;Olive1998@B201C15S9U;2021-03-06;180366919;VND;C00004783;BR0000035
A00003966;6588453868;Ayla1940@2T14WGXCDR;2019-12-27;465476335;VND;C00004784;BR0000031
A00003967;9446139821;Izaac1958@H2YHUU2MH0;2018-07-09;127519180;VND;C00004786;BR0000001
A00003968;2517738172;Jaxsen1982@OW0SVJHLBC;2020-11-08;738883959;VND;C00004787;BR0000017
A00003969;4841884953;Rosalie2000@IBJJKIXPHF;2019-05-07;828186478;VND;C00004788;BR0000016
A00003970;9830878425;Kali1960@EC5Z3SDIXV;2019-04-20;379908225;VND;C00004789;BR0000025
A00003971;5853347286;Kanon1966@XKT9K7388U;2020-12-09;173412029;VND;C00004790;BR0000021
A00003972;4130136690;Laith1956@7N2IY48ZPR;2018-08-05;903314249;VND;C00004791;BR0000019
A00003973;9337585157;Maci1977@D74CYWGCB7;2018-06-08;115251863;VND;C00004792;BR0000026
A00003974;9784980563;Gemma1966@0F6F3YZDKX;2020-08-14;47235192;VND;C00004793;BR0000019
A00003975;6739132311;Lilliana1965@UJAJA7NV0E;2019-01-01;701952063;VND;C00004794;BR0000026
A00003976;2574741989;Raegan1945@KHGPDYB3RV;2020-06-20;218927656;VND;C00004795;BR0000007
A00003977;6708101387;Massimo1948@PN2KG7Z0YZ;2021-05-14;606504637;VND;C00004796;BR0000010
A00003978;6170187120;Lena1960@CZ27QMXRG4;2019-05-03;813936939;VND;C00004797;BR0000019
A00003979;5798602970;Adelaide1982@Z6J41YC3HT;2018-09-23;160036112;VND;C00004798;BR0000042
A00003980;5858144030;Journey1966@T9M37TP008;2019-05-24;841269879;VND;C00004799;BR0000021
A00003981;8688428490;Sebastien1998@7Z3M24BK11;2018-02-01;3104918;VND;C00004801;BR0000030
A00003982;5854227225;Zephyr1991@8KQOTEI5IK;2021-04-19;744535235;VND;C00004802;BR0000021
A00003983;1065047625;Aaryan1965@3BX51TI7FW;2019-03-12;951725917;VND;C00004803;BR0000047
A00003984;4130991143;Adelynn1950@KHPJXIUKWQ;2021-03-20;759823132;VND;C00004804;BR0000019
A00003985;2123033438;Alessandra1955@FQKZ53F4UX;2019-07-28;41063338;VND;C00004805;BR0000021
A00003986;9886162713;Kenzie1964@EMNE6BP9HF;2019-02-04;995432407;VND;C00004806;BR0000040
A00003987;5498501965;Antony1968@OQ28I1XKB9;2021-07-23;430467518;VND;C00004807;BR0000002
A00003988;1616156933;Miranda2001@186GC22P32;2018-05-27;162829011;VND;C00004808;BR0000030
A00003989;2181784327;Gionni1950@FMW3QL36LV;2021-04-30;293356161;VND;C00004809;BR0000040
A00003990;3155794114;June1991@R3ED47RF17;2020-11-21;419672331;VND;C00004811;BR0000021
A00003991;2121765795;Hasan1945@CKMU2NYY7V;2021-12-27;128887109;VND;C00004812;BR0000021
A00003992;3759543346;Jaydan1988@C8ATO7L386;2019-01-25;355709197;VND;C00004813;BR0000005
A00003993;2324646240;Kaine1982@JONJE005F2;2018-09-05;630598177;VND;C00004814;BR0000001
A00003994;8427969038;Kiyan1990@3Q4QJVP051;2020-03-10;177589884;VND;C00004815;BR0000050
A00003995;8016032094;Sammy1989@4BA5PCOS27;2019-10-09;517131084;VND;C00004817;BR0000028
A00003996;2124419811;Yandel1952@ULSP5X8ZSY;2020-01-12;776934549;VND;C00004818;BR0000021
A00003997;1845573985;Axle1984@9ZKH694IR4;2019-07-06;657474829;VND;C00004819;BR0000008
A00003998;2646549216;Charlee1989@0PQHGINNRW;2019-09-25;254328541;VND;C00004820;BR0000033
A00003999;9325356112;Lucille1959@CRB7U9O5WV;2019-05-17;415401963;VND;C00004821;BR0000023
A00004000;8978462483;Demari2002@X3Q9HWOBVS;2018-12-01;729417258;VND;C00004823;BR0000010
A00004001;8307545842;Hoyt1960@3KCTPWJ6BR;2021-03-01;559162062;VND;C00004824;BR0000001
A00004003;7529392483;Talia1997@TD1YZ6QDDY;2018-02-26;494536349;VND;C00004826;BR0000002
A00004008;7320006709;Kain1978@G5LNJIXIU6;2018-02-16;197979984;VND;C00004831;BR0000001
A00004009;6173450138;Skyler1977@N0ASO6PK84;2020-11-19;150269526;VND;C00004832;BR0000019
A00004010;9468109280;Makenna1991@P3ABPV2B6B;2019-10-11;643053025;VND;C00004833;BR0000039
A00004013;6209090400;Kiran1972@WON1U4VOYT;2018-01-07;236465819;VND;C00004836;BR0000036
A00004014;6174256882;Phoebe1987@KS57JQR3R6;2020-04-21;576123599;VND;C00004837;BR0000019
A00004026;5084003001;Nestor1959@URMEBMVJPB;2020-10-22;408392305;VND;C00004853;BR0000019
A00004033;5087194345;Jane1997@LPUPW27P6I;2020-12-13;649399469;VND;C00004861;BR0000019
A00004034;2124152573;Lyric1963@02NWHCF3UC;2020-03-27;622177241;VND;C00004862;BR0000021
A00004035;2121372095;Angel1994@LDZ3PKGF3N;2021-11-24;341504908;VND;C00004863;BR0000021
A00004047;7779244093;Tylan1977@7FBN44FM79;2019-09-11;818548091;VND;C00004877;BR0000047
A00004052;2841619913;Caysen1998@F1N2YNLRZ0;2021-01-23;194727809;VND;C00004882;BR0000017
A00004055;1323496916;Deion1999@VA1REFS4MR;2021-06-24;395482884;VND;C00004886;BR0000030
A00004059;3678537845;Jaeden1989@8MEM0VT6II;2018-06-11;541357114;VND;C00004892;BR0000048
A00004066;4744206744;Elaina1970@8VQU0HZJCM;2019-09-01;453945452;VND;C00004901;BR0000003
A00004069;9676740231;Adrianna1981@7IUK6PMHEY;2019-09-10;267148232;VND;C00004904;BR0000024
A00004071;3864381635;Ruth1996@7YO9DNK8PJ;2019-09-19;423943004;VND;C00004906;BR0000041
A00004078;1439217856;Nikhil1983@MFNMO8S9G7;2020-08-10;926368482;VND;C00004915;BR0000038
A00004079;8988422115;Rian1959@9SJUV2UYOK;2021-02-28;84998986;VND;C00004916;BR0000024
A00004081;5705355580;Westyn1988@7GRGILFYD9;2020-04-12;711831681;VND;C00004918;BR0000043
A00004082;9554742346;Miriam1971@SSHOH4W7V6;2020-01-10;740393040;VND;C00004919;BR0000036
A00004086;6087266345;Abdul1982@VQ5THSROWB;2018-11-27;973497077;VND;C00004923;BR0000017
A00004088;7190654135;Azael1971@NS5WHR0Y1J;2020-06-20;206436106;VND;C00004925;BR0000047
A00004090;1578876328;Diana1975@LTJF33ILK2;2021-04-20;709779455;VND;C00004927;BR0000003
A00004091;6172799426;Bradyn1996@BYDPCMU5X8;2020-09-30;829027171;VND;C00004928;BR0000019
A00004092;5350053114;Demarion1963@9IDIN0USN6;2021-08-04;817558118;VND;C00004929;BR0000007
A00004093;2122119356;Kenji2001@9H04KUOU0K;2021-01-01;135809314;VND;C00004930;BR0000021
A00004099;3509427923;Mariana1980@KV8ISPDKB5;2018-10-14;943735794;VND;C00004937;BR0000001
A00004102;7812150809;Danielle1999@64O1DBWD67;2019-05-17;337596712;VND;C00004941;BR0000019
A00004103;9200603780;Ollie1979@K4ORK71PX7;2020-10-21;778175520;VND;C00004942;BR0000024
A00004105;5087811103;Zackery2002@5STIZ7TOS5;2021-01-20;284821360;VND;C00004944;BR0000019
A00004109;3606851508;Zaden2002@UYT828SM0T;2018-09-23;71208357;VND;C00004949;BR0000001
A00004116;9840249840;Benaiah1966@WKSYIO71RS;2020-11-24;315536704;VND;C00004956;BR0000018
A00004119;3157562284;Cillian1999@DY4YTZWQD9;2019-07-06;203945162;VND;C00004959;BR0000021
A00004121;8646730631;Devan2002@LFPGI981FJ;2021-08-05;87829324;VND;C00004961;BR0000001
A00004127;7169836278;Eliel1958@8ZGIKQP5IQ;2019-07-04;895689445;VND;C00004968;BR0000021
A00004128;8983791755;Jenna1988@J789BJCB54;2019-07-30;545839804;VND;C00004969;BR0000041
A00004130;6023368520;Shelby1997@PVYEOWRPDJ;2019-01-01;906425988;VND;C00004972;BR0000029
A00004131;2035366281;Nina1982@BK74XZDOXB;2020-06-02;489535361;VND;C00004974;BR0000006
A00004132;9438561622;Hans2001@C1J3Y7TA6H;2019-05-06;893736517;VND;C00004976;BR0000017
A00004134;3740900692;Isaak1957@9B5BH6N7HT;2019-06-14;211119727;VND;C00004979;BR0000010
A00004140;3483641116;Josh1955@RSZUDJPMMB;2020-10-11;150142275;VND;C00004989;BR0000015
A00004143;9789002898;Madeleine1992@A5T97XQP00;2018-06-15;994385879;VND;C00004992;BR0000019
A00004144;2122087168;Elliana1993@V5VJL3A3RT;2020-03-01;431162391;VND;C00004993;BR0000021
A00004150;6177489150;Amina1997@IRJ2FB2IXD;2021-05-02;647494319;VND;C00005002;BR0000019
A00004156;2092762452;Amiyah1970@2DPGPN3EM5;2021-06-01;648422995;VND;C00005010;BR0000031
A00004158;8938990740;Chelsea1992@9SZQO4WBF0;2019-06-14;399703916;VND;C00005012;BR0000001
A00004159;2122336625;Watson2000@IQ5ZUFN7HN;2020-07-20;27858405;VND;C00005013;BR0000021
A00004161;2122070392;Joanna1966@38P203ZZFF;2020-04-12;874250378;VND;C00005016;BR0000021
A00004171;1217930525;Bryer1996@PW5DIN1WUZ;2020-06-19;765617218;VND;C00005028;BR0000015
A00004173;2129013102;Dovid2000@GYIPQJUZUD;2020-07-20;843916682;VND;C00005030;BR0000021
A00004186;2129757785;Kayleb1957@2KPOU060KS;2019-12-31;453870203;VND;C00005046;BR0000021
A00004190;8729673350;Mikah1971@1US5WOKG6J;2021-04-22;507229648;VND;C00005050;BR0000008
A00004195;2135576314;Jada1977@UG168F3HEX;2019-12-05;990713939;VND;C00005056;BR0000024
A00004204;3463945666;Lexi1995@HQSIISRJR9;2021-05-15;259051181;VND;C00005067;BR0000045
A00004208;2128143149;Katie2001@GG1HD7CNMA;2020-07-28;293840225;VND;C00005072;BR0000021
A00004214;2129661205;Maddison1981@8J8K6TZ3DX;2018-03-22;918678001;VND;C00005081;BR0000021
A00004225;9780515840;Fatima1969@KSBAG9F0IO;2019-03-14;37170689;VND;C00005093;BR0000019
A00004237;7162122426;Vera1967@2CASLT9ATT;2019-03-11;989019687;VND;C00005107;BR0000021
A00004240;7169269354;Rico1979@V07076DM3S;2021-08-31;270522834;VND;C00005111;BR0000021
A00004245;7326194867;Shamar1995@2Y0ASYSCFD;2019-07-03;702149913;VND;C00005117;BR0000024
A00004253;8081341977;Austen1985@7FNE7CN308;2018-05-11;790564825;VND;C00005126;BR0000005
A00004254;4882781122;Malia1995@LR3T5F49Z0;2018-10-10;935417860;VND;C00005127;BR0000051
A00004255;8141216492;Jamel1983@7EGQ43PCNN;2021-03-17;168399821;VND;C00005128;BR0000029
A00004258;4135402296;Lamont1987@0SSWDG1S3M;2020-03-17;775573046;VND;C00005132;BR0000019
A00004259;5959272464;Lilah1979@VGMDOOYFV9;2018-12-17;955152258;VND;C00005133;BR0000017
A00004260;5087253376;Madilyn1987@YQMSENNZAQ;2021-06-30;985778864;VND;C00005134;BR0000019
A00004263;4634014272;Lonnie1999@934FE4USWX;2018-12-19;86135147;VND;C00005137;BR0000006
A00004264;7463532657;Amanda1994@T4Q3W2BW95;2019-10-20;426203013;VND;C00005138;BR0000047
A00004266;7303308684;Daniella1973@VCIKXQLF3H;2020-07-23;861697520;VND;C00005141;BR0000001
A00004268;3155886771;Rome1993@XVZX6N6ZM4;2019-05-02;730953470;VND;C00005143;BR0000021
A00004269;2384997672;Kathryn1970@18UXB7R7U9;2018-02-24;970392274;VND;C00005145;BR0000048
A00004273;2936639863;Ajay1982@KYI96XITM5;2018-03-11;311993557;VND;C00005149;BR0000050
A00004276;8269009296;Paislee1995@ZEUI11A249;2018-03-14;7374831;VND;C00005152;BR0000005
A00004283;1825565179;Braxtyn1984@WZHVRJPCLJ;2018-11-11;419484117;VND;C00005159;BR0000016
A00004286;7204676406;Selena1977@3IO1IV28FF;2020-11-30;79670427;VND;C00005163;BR0000005
A00004287;6178507472;Chaz1991@UHBCCSZ0US;2019-12-30;494247698;VND;C00005164;BR0000019
A00004293;1779531093;Laura1976@ZZ3KBR1MII;2018-04-14;384965038;VND;C00005171;BR0000041
A00004296;9363556132;Annie1969@VMO5W60TJU;2019-11-11;212542620;VND;C00005175;BR0000024
A00004301;2129704352;Dillan1963@Y56U41XK5I;2019-03-05;829604601;VND;C00005180;BR0000021
A00004309;6711388334;Nyla1981@X1VVPIU5IG;2021-05-24;503144352;VND;C00005189;BR0000007
A00004318;8717407948;Catalina1980@H93KR9PVWT;2019-10-27;53031748;VND;C00005200;BR0000051
A00004320;5086506448;Kayleigh1965@SJJZIYMOEG;2020-09-08;375620599;VND;C00005203;BR0000019
A00004321;4906843724;Eddy1983@I71UTJ20D2;2021-04-13;927844877;VND;C00005204;BR0000046
A00004328;8851259574;Sloane1966@VMCZURN8JC;2019-03-23;411885468;VND;C00005212;BR0000003
A00004329;2120229301;Kelton2000@VQIJX3YFHC;2020-01-26;924389872;VND;C00005213;BR0000021
A00004330;4719925742;Onyx1996@E8LKONGBGR;2021-05-12;404905786;VND;C00005214;BR0000046
A00004332;1891619521;Lia1960@AOJWH9QLNL;2020-04-11;828282802;VND;C00005217;BR0000007
A00004336;6298988640;Haven1997@XCJ6QYC0W1;2019-11-20;710018594;VND;C00005223;BR0000033
A00004337;5862434486;Thor1969@N0NKCWDTQT;2021-08-24;28412895;VND;C00005224;BR0000027
A00004342;3025524616;Rowan1968@CIKDDKQZFC;2020-05-17;134166208;VND;C00005232;BR0000007
A00004343;6931507962;Abdirahman1987@7P70MJR9C7;2021-03-12;566384557;VND;C00005233;BR0000017
A00004346;1609602425;Faris1998@DG96Q5DMEQ;2021-09-12;76079837;VND;C00005236;BR0000002
A00004347;2122021363;Kolt1997@K2Q2NMB6I2;2020-06-08;537858187;VND;C00005237;BR0000021
A00004349;9334404886;Leyton1960@05Z6PI2ERX;2018-10-29;531062504;VND;C00005240;BR0000007
A00004350;5552885142;Pharaoh1998@8ZGQ2PWSKL;2019-04-23;336953731;VND;C00005241;BR0000024
A00004352;8397066134;Umar1990@K6SQVEJSZJ;2018-10-07;740085434;VND;C00005243;BR0000033
A00004354;3943613947;Ashlyn1962@PMTD7KBPQF;2018-10-22;892759630;VND;C00005245;BR0000024
A00004355;2385230856;Zephaniah2002@LCRKU8VSVS;2018-10-21;933507700;VND;C00005246;BR0000029
A00004356;7723847276;Benny1963@ZW6MF5J0BR;2018-08-30;16869522;VND;C00005247;BR0000046
A00004358;5840813628;Christina1991@3NKPJD8V1J;2021-10-30;404293304;VND;C00005249;BR0000006
A00004361;9784118811;Amber1966@7JJ4J8S64A;2019-12-10;2434941;VND;C00005253;BR0000019
A00004368;2123795049;Myla1982@GMUEHX3RE8;2021-11-03;342644351;VND;C00005263;BR0000021
A00004375;4375579868;Hagen1979@G7SHOL9A6D;2021-06-10;855531342;VND;C00005273;BR0000016
A00004377;8370161889;Lazarus1970@8LKEVIK18I;2018-02-25;951698225;VND;C00005275;BR0000015
A00004379;7037326698;Addilyn1988@WGKXIN7SW0;2020-07-13;808816019;VND;C00005277;BR0000014
A00004383;6705994271;Noam1961@KHUQ67E9TX;2019-10-14;48612875;VND;C00005281;BR0000024
A00004385;3145464851;Syncere2002@47O5TGL6P2;2019-09-23;25956867;VND;C00005283;BR0000004
A00004386;4139086468;Erin1991@TZAJG2DD0J;2020-05-22;571559702;VND;C00005284;BR0000019
A00004389;3151518692;Yasir1991@PJ80V4FNBW;2020-04-24;293322734;VND;C00005287;BR0000021
A00004405;6185678432;Alison1994@0AUIAY3OBW;2018-12-23;449011017;VND;C00005308;BR0000008
A00004408;6177453971;Zakariya1967@S8LCK4LM1C;2019-08-24;368095045;VND;C00005312;BR0000019
A00004413;9884404127;Zeus1988@P0EJMQ8IHG;2020-06-06;711121118;VND;C00005318;BR0000007
A00004414;2320282349;Cadence1971@KQEKL7T5XF;2021-12-26;378202011;VND;C00005320;BR0000004
A00004415;6067862317;Kendra1976@U6X6SS9OGM;2021-06-21;259289639;VND;C00005322;BR0000024
A00004416;6409771215;Heidi1996@63TYHHPQV1;2021-12-14;583989194;VND;C00005323;BR0000020
A00004418;7550559989;Kelsey1990@0NVIZIHERR;2019-10-26;9062765;VND;C00005325;BR0000017
A00004423;9924283802;Nadia1987@EEZYG5YF5Y;2021-12-03;219326155;VND;C00005333;BR0000016
A00004424;5088418351;Jessiah1955@SM50RQQ5G8;2018-02-11;914049043;VND;C00005334;BR0000019
A00004427;2124058001;Shepard1981@1GK7CS86SV;2020-11-23;270236971;VND;C00005337;BR0000021
A00004434;9611142939;Yeshua1969@3BYQVK6MQI;2019-09-18;404661190;VND;C00005347;BR0000008
A00004437;7839817013;Cheyenne1996@OQ9ZYVAQ1R;2019-06-16;666820131;VND;C00005352;BR0000038
A00004438;5085452994;Kaydence1987@PN4XKLOBK8;2020-11-24;289524894;VND;C00005353;BR0000019
A00004439;8310522213;Mikayla1987@DJ9NKBURMG;2021-10-25;389581133;VND;C00005354;BR0000039
A00004442;2906063833;Akeem1962@OUB2HTQ8U5;2021-03-20;671120872;VND;C00005358;BR0000001
A00004445;7308996399;Brandt1959@KOUEYJOGSF;2018-01-14;745596610;VND;C00005362;BR0000046
A00004447;4447830472;Canyon1984@WHJXS7KB7V;2021-08-19;868134615;VND;C00005364;BR0000008
A00004448;7813003788;Heaven1991@1L3DT1JO1W;2021-01-26;314689698;VND;C00005366;BR0000019
A00004454;2342752455;Dakari1967@AIAMLMI4ZG;2019-01-25;325130803;VND;C00005374;BR0000024
A00004456;2605179008;Don1990@K6O73G2TNU;2018-04-27;529547458;VND;C00005376;BR0000020
A00004458;7818573640;Ishan1998@K4URGFLS6T;2021-09-09;686382600;VND;C00005379;BR0000019
A00004462;4236413733;Loki1955@ZL47H54ISA;2020-03-11;36067125;VND;C00005384;BR0000024
A00004463;3144201847;Ramses1994@Y4CPM6ZMLA;2021-04-03;994290071;VND;C00005385;BR0000024
A00004467;4157163045;Arham1988@SN1TWPZZ38;2019-01-20;484069780;VND;C00005389;BR0000004
A00004470;2479615777;Arielle1975@FPR9VKGOO3;2020-11-21;631795529;VND;C00005392;BR0000009
A00004471;9238125941;Duane1975@2THUZFMQWH;2020-04-25;385096940;VND;C00005393;BR0000044
A00004473;1636071127;Kadyn1982@5LQ0TJ7OG4;2021-09-04;242291551;VND;C00005395;BR0000047
A00004475;3053144959;Lana1989@B63ZSJ7M8J;2021-05-08;806824481;VND;C00005397;BR0000003
A00004476;9960276704;Blakely1992@J9FONSEOTP;2021-02-14;362371551;VND;C00005399;BR0000025
A00004478;2364371490;Sabrina1988@98VX285EDP;2021-12-30;777416620;VND;C00005402;BR0000039
A00004480;5081327715;Kyla1996@YBGEN547R5;2020-05-06;943035311;VND;C00005404;BR0000019
A00004484;1849934658;Antwan1968@36RLU7RP20;2020-10-26;338672909;VND;C00005409;BR0000050
A00004488;4233815136;Dashawn1966@08C3H09LU8;2020-09-14;192188559;VND;C00005413;BR0000051
A00004493;5087414487;Geovanni1955@JQOVLCD80H;2018-10-10;155060004;VND;C00005420;BR0000019
A00004503;7161019418;Giuseppe1995@UHKKF15YPW;2019-11-13;850822254;VND;C00005433;BR0000021
A00004511;5732280795;Jethro1977@MULZAGVDX9;2019-04-08;288621221;VND;C00005441;BR0000049
A00004514;9784689023;Krew1972@299LCO505Q;2019-04-12;964561022;VND;C00005445;BR0000019
A00004519;9424715087;Savion1960@6SPU45CWQJ;2021-07-24;253942666;VND;C00005450;BR0000011
A00004526;1652390310;Tegan1981@8K7C849MSV;2021-07-26;997293291;VND;C00005460;BR0000024
A00004527;6176865465;Ada1988@BMWNTWE40A;2021-10-18;575859590;VND;C00005461;BR0000019
A00004533;9826033901;Gracelyn1964@08NNXJQI4K;2018-06-30;412243137;VND;C00005468;BR0000017
A00004534;1565268630;Allyson1999@X9O8TH9B6S;2018-08-18;703750565;VND;C00005469;BR0000024
